--- Monday ---
"10:00 AM","fast","fast","medium","medium","medium","slow","slow","Jogging","medium","","medium","medium","medium","fast","fast","fast","fast","fast"
"11:00 AM","fast","fast","medium","medium","medium","slow","slow","Jogging","medium","","medium","medium","medium","fast","fast","fast","fast","fast"
"12:00 PM","fast","fast","medium","medium","medium","slow","slow","Jogging","medium","","medium","medium","medium","fast","fast","fast","fast","fast"
"1:00 PM","fast","fast","medium","medium","medium","slow","slow","Jogging","medium","","medium","medium","medium","fast","fast","fast","Lifeguard Training",""
"2:00 PM","fast","fast","medium","medium","medium","slow","slow","Jogging","medium","","Deep End Closed for cleaning @ 3:30pm (weekdays)","","","","","","",""
"3:00 PM","fast","fast","medium","medium","medium","slow","slow","Jogging","medium","","","","","USF Youth Swimming (4-6pm)","","","",""
"4:00 PM","Youth Swimming 4-6pm","","","fast","medium","slow","slow","Jogging","Youth ","","","","","","","","",""
"5:00 PM","","","","fast","medium","slow","slow","Jogging","Swim","","medium","medium","medium","fast","fast","fast","fast","fast"
"6:00 PM","Masters Swim 6:00pm-7:10pm","","","medium","medium","slow","slow","Jogging","Masters","","medium","medium","medium","fast","fast","fast","fast","fast"
"","Slow","","","","","","","","","","","","","","","","",""
"","Slow","","","","","","","","","","","","","","","","",""

--- Weekend ---
"
","Saturday CLOSED 11TH (Planned power outage on campus)","","","","","","","","","","","","","","","","",""
"","Lane 1","Lane 2","Lane 3","Lane 4","Lane 5","Lane 6","Lane 7","Lane 8","","","","","","","","","",""
"","","","","Sunday","","","","","","","","","","","","","",""
" KORET CLOSED (Summer Hours)","","","","","","","","","","","","","","","","","",""
"","Shallow & Mini Lane","Lane 1","Lane 2","Lane 3","Lane 4","Lane 5","Lane 6","Lane 7","Lane 8","Bulk Head","Lane 9","Lane 10","Lane 11","Lane 12","Lane 13","Lane 14","Lane 15","DEEP"
